-25080282,452723;0,000000
135835,350438;-129622,233473
-56290,094061;-43186,073301
-24896,024542;-49031,342644
171932,995506;-238963,232966
16150,220481;198316,287523
152673,153338;-10868,626404
-211095,915620;61869,233130
314604,126235;-15289,443178
-25972,818541;-160077,772270
41954,647568;50446,703185
248,496862;-80645,583284
-108223,340582;34923,202288
96498,143818;-76271,739091
176601,468150;158940,024015
83083,845034;-104486,096597
-70515,979656;169023,048197
97784,913581;177999,683276
-153815,064509;155505,746360
-13700,991374;33002,295309
34816,534618;-52413,869603
-102189,488372;-89364,418112
-270702,046097;-63282,080234
16005,020666;-104965,308532
-68297,708312;-26776,653074
158014,676213;-76455,914375
260651,816702;167331,727552
-73497,101332;-32507,412723
-11362,116939;-112280,861847
-40178,370466;-15204,044842
-39911,403296;57609,188413
183391,664259;204563,062982
78168,471650;106831,999198
38012,161369;-104762,406859
109674,907177;-75672,867719
69029,779300;41857,875426
5238,271893;141296,017902
19462,369541;299502,320765
-108211,299100;6239,714165
-107136,099549;-49188,855243
-74679,419576;104729,761076
-120559,682117;-32865,075095
-33103,186314;-28273,967048
-50078,264150;-109355,061495
41341,219966;102580,960616
-67359,636503;112499,842369
86981,697192;138908,859101
-145000,091791;58148,469419
151022,567746;-25907,728462
51614,128593;203336,579405
-76919,314823;87305,713169
-16575,653467;-20092,305557
-24920,358796;-43635,867938
-163907,915040;-29908,115934
590,960585;64174,710413
78482,818745;-26489,034727
-53658,256522;84539,341248
76266,977304;-128698,375622
-44762,927520;23160,361397
42737,312559;25670,104281
-35256,250796;89772,066306
93007,486600;57857,867220
-28178,683637;-145509,802496
40838,337183;250028,705621
-19225,568543;6522,911602
83921,823832;65780,899737
-132129,743581;125191,642425
174252,312853;67729,088448
-23949,216579;-105038,213241
-74712,156524;-53943,585050
-70602,034799;111537,953228
73675,983670;16798,391935
-207492,326490;103800,903657
74297,184267;-8435,851036
65216,925514;187053,844626
176422,195125;-55556,858519
117513,128997;-11168,942026
-86073,969507;56198,069639
-249563,328053;-95169,853005
94964,613775;-17200,838385
-89126,369697;-42634,796268
-128814,738135;-332333,827234
47511,094846;-142664,108508
-34639,792212;127053,079315
-63374,103212;176185,647335
-29401,797537;70020,302801
-5561,513100;44063,717367
-276021,629128;21768,391689
104252,519442;-40825,988363
87287,618203;107821,702614
2100,066904;-148767,113129
59561,145936;-40328,201523
-30028,681717;52304,371033
92463,824715;-42484,387270
-24739,999411;-167995,705161
18507,802206;18046,546518
-47629,500859;-191568,942939
-129855,911695;109426,156055
-180973,169465;-85155,151355
-52241,726649;58375,647933
65870,708843;36591,260956
74290,061022;-109842,163970
6011,522702;66248,621748
-28342,904433;-40046,353751
-185670,778387;33287,662635
-72266,293179;-131258,993505
75877,974380;-114218,570226
-218872,166584;-158943,549392
-56350,029473;138071,314586
-70782,387445;30611,613518
138435,964938;-251748,849709
-73192,751454;-140611,394020
-72569,588881;45060,123204
133990,058121;-60600,729656
-36523,059622;121397,274275
181273,930973;72271,105122
24060,025791;98839,805356
980,218253;23203,092002
-67794,302774;-79388,140978
-60323,069986;-167413,380983
-58531,422209;-80533,262224
-32970,914015;135094,352171
35487,673157;28708,751214
65900,865592;-55409,763148
36167,894354;25283,742863
-160780,538101;-93341,735215
-31274,786740;11947,181204
169820,700855;79329,041383
61215,539603;-0,000000
169820,700855;-79329,041383
-31274,786740;-11947,181204
-160780,538101;93341,735215
36167,894354;-25283,742863
65900,865592;55409,763148
35487,673157;-28708,751214
-32970,914015;-135094,352171
-58531,422209;80533,262224
